WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000087579,urn:lsid:ipni.org:names:77374968-1,Capparaceae,Capparis rupicola,Fici & Sy,Blumea 69(3): 271. 2025 [2024 publ. 17 Oct 2025] [epublished],Capparis,,,
wfo-1200116661,urn:lsid:ipni.org:names:77374971-1,Betulaceae,Alnus communis,Mirb.,"Traité Arbr. Arbust. (Duhamel), nouv. éd. 2: 212, t. 64. 1804 ",Alnus,,,
wfo-1000087581,urn:lsid:ipni.org:names:77374978-1,Rosaceae,Malus calvillea,Desf. ex Laun.,Bon Jard. 1806: 124. ,Malus,,,
wfo-1200116663,urn:lsid:ipni.org:names:77374979-1,Lecythidaceae,Barringtonia butonica,Cuzent,Tahiti [Cuzent] 213. 1860 ,Barringtonia,,,
wfo-1200116664,urn:lsid:ipni.org:names:77374982-1,Lamiaceae,Thymus striatus subsp. interruptus,(Jalas) Bartolucci,Willdenowia 55(1): 302. 2025 [3 Sep 2025] [epublished],Thymus,,Lamiaceae Thymus striatus Vahl var. interruptus Jalas,(Jalas)
wfo-1000087584,urn:lsid:ipni.org:names:77374983-1,Verbenaceae,Tamonea australis,(Moldenke) P.H.Cardoso,Willdenowia 55(1): 360. 2025 [30 Oct 2025] [epublished],Tamonea,,Verbenaceae Ghinia curassavica (L.) Oken var. australis Moldenke,(Moldenke)
wfo-1000087585,urn:lsid:ipni.org:names:77374984-1,Verbenaceae,Tamonea maxima,P.H.Cardoso,Willdenowia 55(1): 365. 2025 [30 Oct 2025] [epublished],Tamonea,,,
wfo-1000087586,urn:lsid:ipni.org:names:77374985-1,Verbenaceae,Tamonea parvifolia,(Moldenke) P.H.Cardoso,Willdenowia 55(1): 368. 2025 [30 Oct 2025] [epublished],Tamonea,,Verbenaceae Ghinia curassavica (L.) Oken f. parvifolia Moldenke,(Moldenke)
wfo-1000087587,urn:lsid:ipni.org:names:77374986-1,Verbenaceae,Tamonea pubescens,P.H.Cardoso,Willdenowia 55(1): 369. 2025 [30 Oct 2025] [epublished],Tamonea,,,
wfo-1200116665,urn:lsid:ipni.org:names:77374987-1,Rhamnaceae,Paliurus aculeatus,Desf.,Fl. Atlant. 1: 199. 1798 ,Paliurus,nom. superfl.,,
wfo-1000087588,urn:lsid:ipni.org:names:77374994-1,Lauraceae,Aiouea triplinervis,(Griseb.) Lorea-Hern.,Fl. Mesoamer. 2(1): 144. 2025 [Nov 2025] ,Aiouea,,Lauraceae Phoebe triplinervis Griseb.,(Griseb.)
wfo-0000774967,urn:lsid:ipni.org:names:77375044-1,Lecythidaceae,Barringtonia racemosa var. subcuneata,Miq.,Fl. Ned. Ind. 1(1): 486. 1855 ,Barringtonia,,,
wfo-4100006381,urn:lsid:ipni.org:names:77375060-1,Lecythidaceae,subfam. Planchonioideae,Nied.,Nat. Pflanzenfam. [Engler & Prantl] 3(7): 29-30. 1892 [Jun 1892] ,,,,
wfo-1200116571,urn:lsid:ipni.org:names:77375061-1,Actinidiaceae,Saurauia naumannii var. longipedunculata,Kaneh. & Hatus.,Bot. Mag. (Tokyo) 57: 70. 1943 [20 Feb 1943] ,Saurauia,,,
wfo-1000087607,urn:lsid:ipni.org:names:77375064-1,Alliaceae,Allium paludicola,"Z.H.Chen, Yue L.Xu & J.F.Wang",Phytotaxa 737(3): 142. 2026 [14 Jan 2026] [epublished],Allium,,,
wfo-1200116689,urn:lsid:ipni.org:names:77375076-1,Isoetaceae,Isoetes flaccida subsp. chapmanii,(Engelm.) D.F.Brunt. & Kartesz,Consp. North Amer. Isoet. 1: 28. 2025 [15 Sep 2025] ,Isoetes,,Isoetaceae Isoetes flaccida Shuttlew. ex A.Braun var. chapmanii Engelm.,(Engelm.)
wfo-1200116572,urn:lsid:ipni.org:names:77375077-1,Isoetaceae,Isoetes lacustris subsp. macrospora,(Durieu) D.F.Brunt. & Kartesz,Consp. North Amer. Isoet. 1:46. 2025 [15 Sep 2025] ,Isoetes,,Isoetaceae Isoetes macrospora Durieu,(Durieu)
wfo-1200116573,urn:lsid:ipni.org:names:77375078-1,Isoetaceae,Isoetes melanopoda subsp. mississippiensis,"(S.W.Leonard, W.C.Taylor, Musselman & R.D.Bray) D.F.Brunt. & Kartesz",Consp. North Amer. Isoet. 1:60. 2025 [15 Sep 2025] ,Isoetes,,"Isoetaceae Isoetes mississippiensis S.W.Leonard, W.C.Taylor, Musselman & R.D.Bray","(S.W.Leonard, W.C.Taylor, Musselman & R.D.Bray)"
wfo-1200116690,urn:lsid:ipni.org:names:77375079-1,Isoetaceae,Isoetes riparia subsp. reticulata,(A.A.Eaton) D.F.Brunt. & Kartesz,Consp. North Amer. Isoet. 1:80. 2025 [15 Sep 2025] ,Isoetes,,Isoetaceae Isoetes saccharata Engelm. in A.Gray var. reticulata A.A.Eaton,(A.A.Eaton)
wfo-1200116691,urn:lsid:ipni.org:names:77375080-1,Sterculiaceae,Mahernia odorata,Andrews,Bot. Repos. 2: t. 85. 1800 [Feb 1800] ,Mahernia,,,
wfo-1000087614,urn:lsid:ipni.org:names:77375081-1,Berberidaceae,Berberis kiukiangensis,C.Y.Wu,Fl. Dulongjian Reg. 66. 1993 ,Berberis,"nom. inval.    , without latin descr. or type (1993).",,
wfo-1200116692,urn:lsid:ipni.org:names:77375082-1,Rosaceae,Rosa inermis,Andrews,Roses 2: t. 88. 1806 ,Rosa,,,
wfo-1000087615,urn:lsid:ipni.org:names:77375083-1,Scrophulariaceae,Orobanche sideritidis,"Huter, Porta & Rigo",Oesterr. Bot. Z. 57: 354. 1907 [Sep 1907] ,Orobanche,,,
wfo-1200116574,urn:lsid:ipni.org:names:77375084-1,Scrophulariaceae,Orobanche teucrii subsp. sideritidis,"(Huter, Porta & Rigo) Ó.Sánchez & Piwow.",Acta Soc. Bot. Poloniae 94-202669: 16. 2025 [26 Jun 2025] [epublished],Orobanche,,"Scrophulariaceae Orobanche sideritidis Huter, Porta & Rigo","(Huter, Porta & Rigo)"
wfo-1200116693,urn:lsid:ipni.org:names:77375085-1,Geraniaceae,Geranium speciosum,Andrews,Geraniums 2: t. 114. 1805 ,Geranium,,,
wfo-1200038351,urn:lsid:ipni.org:names:77375086-1,Scrophulariaceae,Orobanche aegyptiaca var. lanuginosa,Maire,Bull. Soc. Hist. Nat. Afrique N. 26: 220. 1935 [Jul 1935] ,Orobanche,,,
wfo-1200116575,urn:lsid:ipni.org:names:77375087-1,Scrophulariaceae,Phelipanche reuteriana var. lanuginosa,(Maire) Ó.Sánchez & Piwow.,Acta Soc. Bot. Poloniae 94-202669: 20. 2025 [26 Jun 2025] [epublished],Phelipanche,,Scrophulariaceae Orobanche aegyptiaca Pers. var. lanuginosa Maire,(Maire)
wfo-1200116576,urn:lsid:ipni.org:names:77375088-1,Geraniaceae,Geranium speciosum var. flore-purpureo,Andrews,"Geraniums 2: t. 115. 1805 , as 'flore purpureo'",Geranium,,,
wfo-1200116577,urn:lsid:ipni.org:names:77375092-1,Cucurbitaceae,Luffa aegyptiaca var. alba,R.C.Misra,Adansonia 47(17): 314. 2025 [27 Oct 2025] [epublished],Luffa,,,
wfo-1000087620,urn:lsid:ipni.org:names:77375095-1,Lauraceae,Neocinnamomum macrocarpum,"(Wen B.Xu & B.S.Xia) Bing Liu, Wei L.Lin & Wen B.Xu",PhytoKeys 269: 211. 2026 [16 Jan 2026] [epublished],Neocinnamomum,,Lauraceae Neocinnamomum caudatum (Nees) Merr. var. macrocarpum Wen B.Xu & B.S.Xia,(Wen B.Xu & B.S.Xia)
wfo-1000087621,urn:lsid:ipni.org:names:77375096-1,Lauraceae,Neocinnamomum citratum,"C.Y.Deng, Bing Liu & Wei L.Lin",PhytoKeys 269: 213. 2026 [16 Jan 2026] [epublished],Neocinnamomum,,,
wfo-1200116579,urn:lsid:ipni.org:names:77375099-1,Aloaceae,Aloe subacutissima subsp. amboahangyensis,(Rebmann) J.-B.Castillon & J.-P.Castillon,Adansonia 47(23): 369. 2025 [17 Dec 2025] [epublished],Aloe,,Aloaceae Aloe deltoideodonta Baker subsp. amboahangyensis Rebmann,(Rebmann)
wfo-1200116580,urn:lsid:ipni.org:names:77375100-1,Aloaceae,Aloe subacutissima subsp. esomonyensis,(Rebmann) J.-B.Castillon & J.-P.Castillon,Adansonia 47(23): 369. 2025 [17 Dec 2025] [epublished],Aloe,,Aloaceae Aloe deltoideodonta Baker subsp. esomonyensis Rebmann,(Rebmann)
wfo-1200116581,urn:lsid:ipni.org:names:77375101-1,Aloaceae,Aloe subacutissima subsp. ruffingiana,(Rauh & Petignat) J.-B.Castillon & J.-P.Castillon,Adansonia 47(23): 369. 2025 [17 Dec 2025] [epublished],Aloe,,Aloaceae Aloe ruffingiana Rauh & Petignat,(Rauh & Petignat)
wfo-0000426503,urn:lsid:ipni.org:names:77375102-1,Violaceae,Viola × commutata,Waisb.,Oesterr. Bot. Z. 45(4): 144. 1895 [Apr 1895] ,Viola,,,
wfo-1000087623,urn:lsid:ipni.org:names:77375103-1,Aloaceae,Aloe albescens,J.-B.Castillon & J.-P.Castillon,Adansonia 47(23): 369. 2025 [17 Dec 2025] [epublished],Aloe,,,
wfo-1200116582,urn:lsid:ipni.org:names:77375104-1,Aloaceae,Aloe albescens var. fallax,(J.-B.Castillon) J.-B.Castillon & J.-P.Castillon,Adansonia 47(23): 373. 2025 [17 Dec 2025] [epublished],Aloe,,Aloaceae Aloe deltoideodonta Baker var. fallax J.-B.Castillon,(J.-B.Castillon)
wfo-1000087624,urn:lsid:ipni.org:names:77375105-1,Aloaceae,Aloe andavakana,J.-B.Castillon & J.-P.Castillon,Adansonia 47(23): 373. 2025 [17 Dec 2025] [epublished],Aloe,,,
wfo-1000087629,urn:lsid:ipni.org:names:77375111-1,Gentianaceae,Gentiana dulongensis,H.Li,Fl. Dulongjian Reg. 273. 1993 ,Gentiana,"nom. inval.    , without latin descr. or type (1993).",,
wfo-1000087634,urn:lsid:ipni.org:names:77375117-1,Araceae,Biarum alka-galalicum,"Balos, C.Çeçen, Galalaey & Shaban",Ann. Bot. Fenn. 62(1): 264. 2025 [8 Oct 2025] [epublished],Biarum,,,
wfo-1000087637,urn:lsid:ipni.org:names:77375120-1,Santalaceae,Thesium hiernianum,Idrees & J.M.H.Shaw,Ann. Bot. Fenn. 62(1): 291. 2025 [29 Oct 2025] [epublished],Thesium,,,
wfo-1200116585,urn:lsid:ipni.org:names:77375124-1,Iridaceae,Iris kemaonensis var. duthiei,(Foster) Bahali,Fl. India 27: 289. 2025 [13 Feb 2025] ,Iris,,Iridaceae Iris duthiei Foster,(Foster)
wfo-1200116694,urn:lsid:ipni.org:names:77375125-1,Araceae,Anthurium palmatum,(L.) Kunth,Enum. Pl. [Kunth] 3: 80. 1841 ,Anthurium,isonym,Araceae Pothos palmatus L.,(L.)
wfo-1000087641,urn:lsid:ipni.org:names:77375126-1,Amaryllidaceae,Lycoris × xiui,"S.Y.Zhang, Ying F.Hu & J.W.Shao",PhytoKeys 269: 229. 2026 [16 Jan 2026] [epublished],Lycoris,,,
wfo-1000087642,urn:lsid:ipni.org:names:77375127-1,Primulaceae,Lysimachia xishuiensis,X.X.Bai & Xiao Wang bis,Phytotaxa 737(4): 238. 2026 [16 Jan 2026] [epublished],Lysimachia,,,
wfo-1000087645,urn:lsid:ipni.org:names:77375130-1,Asclepiadaceae,Vincetoxicum jinshaense,X.D.Ma & J.Y.Shen,Ann. Bot. Fenn. 62(1): 328. 2025 [18 Nov 2025] [epublished],Vincetoxicum,,,
wfo-1200116695,urn:lsid:ipni.org:names:77375132-1,Bromeliaceae,Vriesea heliconioides,(Kunth) É.Morren,"Ill. Hort. 30: 105, t. 490. 1883 ",Vriesea,,Bromeliaceae Tillandsia heliconioides Kunth,(Kunth)
wfo-0000602600,urn:lsid:ipni.org:names:77375133-1,Bromeliaceae,Vriesea heliconioides,(Kunth) Hook. ex Walp.,Ann. Bot. Syst. 3: 623. 1852 ,Vriesea,,Bromeliaceae Tillandsia heliconioides Kunth,(Kunth)
wfo-1000087648,urn:lsid:ipni.org:names:77375135-1,Theaceae,Camellia perpetua,S.Ye Liang & L.D.Huang,Guangdong Yuanlin 2014(1): 69. ,Camellia,,,
wfo-1200116586,urn:lsid:ipni.org:names:77375138-1,Euphorbiaceae,Pierardia pubera var. tomentella,Miq.,"Fl. Ned. Ind., Eerste Bijv. 442. 1861 ",Pierardia,,,
wfo-1000087650,urn:lsid:ipni.org:names:77375144-1,Myristicaceae,Virola narcotica,W.A.Rodrigues ex D.Santam. & J.M.Vélez,J. Bot. Res. Inst. Texas 19(3): 186. 2025 [23 Sep 2025] [epublished],Virola,,,
wfo-1000087652,urn:lsid:ipni.org:names:77375146-1,Iridaceae,Gelasine aureistaminata,Deble,Balduinia 76: 26. 2026 [19 Jan 2026] [epublished],Gelasine,,,
wfo-1000087653,urn:lsid:ipni.org:names:77375147-1,Iridaceae,Sphenostigma giganteum,(Ravenna) Deble,Balduinia 76: 36. 2026 [19 Jan 2026] [epublished],Sphenostigma,,Iridaceae Gelasine gigantea Ravenna,(Ravenna)
wfo-1200116587,urn:lsid:ipni.org:names:77375148-1,Iridaceae,Sphenostigma giganteum subsp. flexitepalum,(Ravenna) Deble,Balduinia 76: 36. 2026 [19 Jan 2026] [epublished],Sphenostigma,,Iridaceae Gelasine gigantea Ravenna subsp. flexitepala Ravenna,(Ravenna)
wfo-1000087654,urn:lsid:ipni.org:names:77375149-1,Iridaceae,Sphenostigma paranaense,(Ravenna) Deble,Balduinia 76: 36. 2026 [19 Jan 2026] [epublished],Sphenostigma,,Iridaceae Gelasine paranaensis Ravenna,(Ravenna)
wfo-1000087655,urn:lsid:ipni.org:names:77375150-1,Iridaceae,Sphenostigma rigidum,(Ravenna) Deble,Balduinia 76: 36. 2026 [19 Jan 2026] [epublished],Sphenostigma,,Iridaceae Gelasine rigida Ravenna,(Ravenna)
wfo-1000087656,urn:lsid:ipni.org:names:77375151-1,Iridaceae,Sphenostigma uruguaiense,(Ravenna) Deble,Balduinia 76: 38. 2026 [19 Jan 2026] [epublished],Sphenostigma,,Iridaceae Gelasine uruguaiensis Ravenna,(Ravenna)
wfo-1200116588,urn:lsid:ipni.org:names:77375152-1,Iridaceae,Sphenostigma uruguaiense subsp. orientale,(Ravenna) Deble,Balduinia 76: 38. 2026 [19 Jan 2026] [epublished],Sphenostigma,,Iridaceae Gelasine uruguaiensis Ravenna subsp. orientalis Ravenna,(Ravenna)
wfo-1000087657,urn:lsid:ipni.org:names:77375154-1,Verbenaceae,Lippia discolor,P.H.Cardoso & Salimena,"Biologia (Bratislava), Sect. Bot. 80: 3223. 2025 [10 Nov 2025] [epublished]",Lippia,,,
wfo-1000087658,urn:lsid:ipni.org:names:77375155-1,Verbenaceae,Lippia guajajarana,(P.H.Cardoso & Salimena) P.H.Cardoso,"Biologia (Bratislava), Sect. Bot. 80: 3225. 2025 [10 Nov 2025] [epublished]",Lippia,,Verbenaceae Lippia stachyoides Cham. var. guajajarana P.H.Cardoso & Salimena,(P.H.Cardoso & Salimena)
wfo-1000087659,urn:lsid:ipni.org:names:77375257-1,Balsaminaceae,Impatiens tainingensis,J.D.Lin & P.Li,PhytoKeys 269: 239. 2026 [19 Jan 2026] [epublished],Impatiens,,,
wfo-1000087661,urn:lsid:ipni.org:names:77375260-1,Euphorbiaceae,Euphorbia costatoalata,"B.De Jong, Malpure & Mahal.",Nordic J. Bot. 2026(1)-e04855: 2. 2025 [26 Sep 2025] [epublished],Euphorbia,,,
wfo-1200116590,urn:lsid:ipni.org:names:77375363-1,Scrophulariaceae,Euphrasia alpina subsp. christii,(Favrat) Hayek,Ill. Fl. Mitt.-Eur. 6(1): 96. 1913 ,Euphrasia,,Scrophulariaceae Euphrasia × christii Favrat,(Favrat)
wfo-1000087669,urn:lsid:ipni.org:names:77375372-1,Apiaceae,Tetrataenium manilalianum,"C.Rekha, Sundaran, Manudev & Sujana",Nordic J. Bot. 2026(1)-e04966: 2. 2025 [15 Oct 2025] [epublished],Tetrataenium,,,
wfo-1000087671,urn:lsid:ipni.org:names:77375374-1,Bromeliaceae,Dyckia semperflorens,Büneker & Mariath,Nordic J. Bot. 2026(1)-e05019: 2. 2025 [17 Oct 2025] [epublished],Dyckia,,,
wfo-1000087672,urn:lsid:ipni.org:names:77375375-1,Apiaceae,Angelica danxiacola,"J.P.Li, Z.H.Chen, W.Y.Xie & J.B.Pu",Nordic J. Bot. 2026(1)-e05009: 2. 2025 [30 Oct 2025] [epublished],Angelica,,,
wfo-1000087675,urn:lsid:ipni.org:names:77375378-1,Hyacinthaceae,Drimia courtallensis,"Arum., Sukd.Bera, Resmi & Karthig.",Nordic J. Bot. 2026(x)-e05098: 2. 2025 [16 Nov 2025] [epublished],Drimia,,,
wfo-1000087677,urn:lsid:ipni.org:names:77375380-1,Araceae,Anthurium dimilunatum,Croat & C.Guan,Aroideana 48(3): 119. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087680,urn:lsid:ipni.org:names:77375383-1,Araceae,Anthurium donignacioanum,Croat & C.Guan,Aroideana 48(3): 138. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087682,urn:lsid:ipni.org:names:77375385-1,Araceae,Anthurium elchicalense,Croat,Aroideana 48(3): 143. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087683,urn:lsid:ipni.org:names:77375386-1,Araceae,Anthurium granulatepalum,Croat & N.Hartley,Aroideana 48(3): 151. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087684,urn:lsid:ipni.org:names:77375387-1,Araceae,Anthurium gualpiense,Croat,Aroideana 48(3): 155. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-0001041718,urn:lsid:ipni.org:names:77375389-1,Araceae,Anthurium incrassatum,Croat,Aroideana 48(3): 159. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087686,urn:lsid:ipni.org:names:77375392-1,Araceae,Anthurium inopinatum,Croat & Hormell,Aroideana 48(3): 162. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087687,urn:lsid:ipni.org:names:77375393-1,Theophrastaceae,Clavija neivae,B.Ståhl,Nordic J. Bot. 2026(x)-e05059: 2. [14 Jan 2026] [epublished],Clavija,,,
wfo-1000087688,urn:lsid:ipni.org:names:77375394-1,Araceae,Anthurium jimlevyi,Croat,Aroideana 48(3): 168. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087689,urn:lsid:ipni.org:names:77375395-1,Theophrastaceae,Clavija zamorae,B.Ståhl,Nordic J. Bot. 2026(x)-e05059: 3. [14 Jan 2026] [epublished],Clavija,,,
wfo-1000087690,urn:lsid:ipni.org:names:77375396-1,Araceae,Anthurium latevenium,Croat,Aroideana 48(3): 186. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087692,urn:lsid:ipni.org:names:77375399-1,Araceae,Anthurium margum,Croat,Aroideana 48(3): 193. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087695,urn:lsid:ipni.org:names:77375403-1,Araceae,Anthurium penasblancaense,Croat,Aroideana 48(3): 207. 2025 [23 Dec 2025] [epublished],Anthurium,,,
wfo-1000087697,urn:lsid:ipni.org:names:77375406-1,Araliaceae,Heptapleurum assamicum,S.Dey & Barbhuiya,Feddes Repert. 136(4): 315. 2025 [27 Jul 2025] [epublished],Heptapleurum,,,
wfo-1000087704,urn:lsid:ipni.org:names:77375418-1,Crassulaceae,Rhodiola hideaki-ohbae,"Xin Hui Li, J.P.Yue & Boufford",J. Jap. Bot. 100(6): 515. 2025 [20 Dec 2025] ,Rhodiola,,,
wfo-1000087706,urn:lsid:ipni.org:names:77375420-1,Rosaceae,Rosa austrotibetana,Cheng Zhang bis & X.F.Gao,Bot. J. Linn. Soc. XX-boaf071: [24 of 27]. 2025 [7 Oct 2025] [epublished],Rosa,,,
wfo-1200116596,urn:lsid:ipni.org:names:77375426-1,Rosaceae,Neillia incisa f. flava,(Sugaya) Y.Ueno,J. Jap. Bot. 100(6): 587. 2025 [20 Dec 2025] ,Neillia,,Rosaceae Stephanandra incisa Zabel f. flava Sugaya,(Sugaya)
wfo-1200116597,urn:lsid:ipni.org:names:77375428-1,Rosaceae,Rosa luciae f. rosiflora,(Nakai) Y.Ueno,J. Jap. Bot. 100(6): 587. 2025 [20 Dec 2025] ,Rosa,,Rosaceae Rosa wichurana Crép. var. rosiflora Nakai,(Nakai)
wfo-1000087709,urn:lsid:ipni.org:names:77375437-1,Costaceae,Costus krukovii,(Maas) Maas & H.Maas,Blumea 70: 47. 2026 [5 Jan 2026] [epublished],Costus,,Costaceae Costus amazonicus  subsp. krukovii Maas,(Maas)
wfo-1000087710,urn:lsid:ipni.org:names:77375438-1,Costaceae,Dimerocostus appendiculatus,(Maas) Maas & H.Maas,Blumea 70: 83. 2026 [5 Jan 2026] [epublished],Dimerocostus,,Costaceae Dimerocostus strobilaceus Kuntze subsp. appendiculatus Maas,(Maas)
wfo-1000087711,urn:lsid:ipni.org:names:77375439-1,Costaceae,Dimerocostus rurrenabaqueanus,(Rusby) Maas & H.Maas,Blumea 70: 86. 2026 [5 Jan 2026] [epublished],Dimerocostus,,Costaceae Costus rurrenabaqueanus Rusby,(Rusby)
wfo-1000087714,urn:lsid:ipni.org:names:77375443-1,Lauraceae,Farnesia borbonia,(L.) A.R.Franck,J. Bot. Res. Inst. Texas 19(4): 480. 2025 [16 Dec 2025] [epublished],Farnesia,,Lauraceae Laurus borbonia L.,(L.)
wfo-1000087715,urn:lsid:ipni.org:names:77375444-1,Lauraceae,Farnesia humilis,(Nash) A.R.Franck,J. Bot. Res. Inst. Texas 19(4): 480. 2025 [16 Dec 2025] [epublished],Farnesia,,Lauraceae Persea humilis Nash,(Nash)
